iter	Logloss
433	0.1712916253
434	0.1705523519
435	0.1704036943
436	0.1699332669
437	0.1697572506
438	0.1694766578
439	0.1694055148
440	0.1693345961
441	0.1692823172
442	0.1690346552
443	0.1686321458
444	0.1685077708
445	0.168425419
446	0.1683791106
447	0.1683268949
448	0.1682987823
449	0.1682722655
450	0.1678613891
451	0.1678128901
452	0.1677509473
453	0.1675919069
454	0.1673180615
455	0.1671008492
456	0.1669077506
457	0.1666933981
458	0.1666335672
459	0.1665674345
460	0.1664981197
461	0.1664566802
462	0.1664198677
463	0.1663589457
464	0.1662356497
465	0.1661758086
466	0.1660775095
467	0.1660395441
468	0.1659275377
469	0.1658275204
470	0.1657864956
471	0.1657300472
472	0.1656827394
473	0.1653847702
474	0.1653196037
475	0.1652574216
476	0.1652245072
477	0.1651146273
478	0.1650476983
479	0.1649851365
480	0.1649519318
481	0.1648807993
482	0.1648098998
483	0.1647640723
484	0.1647418296
485	0.1647092898
486	0.1646614659
487	0.1645707729
488	0.164510453
489	0.164447877
490	0.1643615269
491	0.1642347631
492	0.164201748
493	0.1641357752
494	0.1640336368
495	0.1639494931
496	0.1638993912
497	0.1637016397
498	0.1636119971
499	0.1635570988
500	0.1634840962
501	0.1634214611
502	0.1633470912
503	0.1632071461
504	0.1631233862
505	0.1630617815
506	0.1630187234
507	0.1629848623
508	0.1629270594
509	0.1628639428
510	0.1627921332
511	0.1627088386
512	0.1626852781
513	0.1626200002
514	0.1625523243
515	0.1625144055
516	0.1624520292
517	0.1621756558
518	0.1620769866
519	0.1620207497
520	0.1619675677
521	0.1619244837
522	0.1618281376
523	0.1617448026
524	0.1616399251
525	0.1615587453
526	0.1615285333
527	0.1615046384
528	0.1614455555
529	0.1612023341
530	0.1611292199
531	0.1611003302
532	0.1610633849
533	0.1608136846
534	0.1607638212
535	0.1605934927
536	0.1604567629
537	0.1602223753
538	0.160182257
539	0.1601397693
540	0.160088262
541	0.1600283103
542	0.1599637051
543	0.1598686541
544	0.1598522135
545	0.1597034482
546	0.1596168179
547	0.1595342528
548	0.1594579593
549	0.1594109446
550	0.1593661357
551	0.1592975031
552	0.1592333335
553	0.1589776242
554	0.1589198809
555	0.1584129347
556	0.1583642909
557	0.1582180835
558	0.158198463
559	0.158098959
560	0.1580050858
561	0.1579462027
562	0.1579131402
563	0.1578266922
564	0.1577198227
565	0.1576255066
566	0.1575876321
567	0.1575120826
568	0.1574157872
569	0.1573439361
570	0.1572341166
571	0.1571835409
572	0.1570999546
573	0.1570689026
574	0.1570283967
575	0.1568798499
576	0.1568163501
577	0.1566179794
578	0.1565334438
579	0.1562459352
580	0.1559563048
581	0.1558511378
582	0.1557543287
583	0.1557341487
584	0.1556994039
585	0.1556119072
586	0.155585682
587	0.1555432137
588	0.1555053032
589	0.1554783607
590	0.1554060701
591	0.1551966687
592	0.1551428478
593	0.1550955306
594	0.1550570294
595	0.1549874115
596	0.1548868335
597	0.1548679516
598	0.1547574364
599	0.1547048302
600	0.1544242624
601	0.1543815924
602	0.154142916
603	0.154077314
604	0.1540081245
605	0.1539640623
606	0.1538863894
607	0.1538153872
608	0.1537677718
609	0.1535118885
610	0.1534121844
611	0.1533650325
612	0.1533291753
613	0.1532870337
614	0.1530914467
615	0.1530101722
616	0.1529699023
617	0.1528968882
618	0.1528386569
619	0.1526625961
620	0.1526068818
621	0.1525327273
622	0.1524779994
623	0.1523379854
624	0.1522794181
625	0.1522267039
626	0.1521419998
627	0.1520747052
628	0.152026536
629	0.1518288788
630	0.1517622368
631	0.151699953
632	0.1516665307
633	0.1516120562
634	0.1515538764
635	0.1515118672
636	0.1513572544
637	0.1512959919
638	0.1512225744
639	0.1511727031
640	0.1511504952
641	0.1511290032
642	0.1510784866
643	0.1510232234
644	0.1509881858
645	0.1509507314
646	0.1509159176
647	0.1508385249
648	0.1507867352
649	0.150740771
650	0.1507161153
651	0.1506669184
652	0.1504797377
653	0.1503437965
654	0.1503082823
655	0.1502698541
656	0.1502102321
657	0.1501688571
658	0.1501118276
659	0.1500847624
660	0.1500661753
661	0.1500508055
662	0.1500063976
663	0.1498639207
664	0.1498308512
665	0.149790302
666	0.1497291198
667	0.1496585537
668	0.149519329
669	0.1494413898
670	0.1493905959
671	0.1493353075
672	0.1493052044
673	0.1492381597
674	0.14919418
675	0.1489452393
676	0.1486768256
677	0.1486424643
678	0.1486021227
679	0.1485857975
680	0.1485385447
681	0.1484653784
682	0.1484342278
683	0.1482544353
684	0.148212241
685	0.1481586503
686	0.1481253762
687	0.1480586612
688	0.1480219872
689	0.1479781771
690	0.1478804154
691	0.1478006324
692	0.147771585
693	0.1476812433
694	0.1476369893
695	0.1475977227
696	0.1475244241
697	0.1473495625
698	0.147319339
699	0.1472743094
700	0.1471263774
701	0.1470994386
702	0.1470707763
703	0.1470403543
704	0.1469228498
705	0.146857478
706	0.1468244966
707	0.1467886966
708	0.146743907
709	0.1467211376
710	0.1466718105
711	0.1466439178
712	0.1466141474
713	0.1465450237
714	0.1465084092
715	0.1464690514
716	0.1464372439
717	0.1463731179
718	0.1463398956
719	0.1462835013
720	0.1461862557
721	0.1461250541
722	0.1460806822
723	0.1460326589
724	0.145968974
725	0.1459516175
726	0.1459319379
727	0.1458963341
728	0.1458490717
729	0.1458065068
730	0.1457353333
731	0.1456605815
732	0.1456227616
733	0.1455083953
734	0.1453633451
735	0.1453234786
736	0.1452850285
737	0.1452432486
738	0.1451897536
739	0.1451214774
740	0.1448655348
741	0.1448320069
742	0.1446623178
743	0.1445373188
744	0.1445071709
745	0.1444634727
746	0.1444185901
747	0.1443745459
748	0.1443459383
749	0.1443229623
750	0.1442749734
751	0.1440014396
752	0.1439936767
753	0.143899251
754	0.1438633902
755	0.1437673904
756	0.1437393399
757	0.143708207
758	0.1436204189
759	0.1435817189
760	0.1435251775
761	0.143458077
762	0.1434326576
763	0.1433042605
764	0.143241037
765	0.1431251688
766	0.1430786663
767	0.1430247658
768	0.1429638627
769	0.1428807572
770	0.1428342183
771	0.142804316
772	0.1427806317
773	0.1427428117
774	0.1426831353
775	0.1426598062
776	0.14264817
777	0.1424440285
778	0.1423919617
779	0.1423763623
780	0.1423435193
781	0.1423022358
782	0.1422715318
783	0.1422257406
784	0.1422030151
785	0.1421457973
786	0.1421151081
787	0.1420655163
788	0.1420154897
789	0.1419763813
790	0.1419376383
791	0.1418920133
792	0.1418441102
793	0.1417060364
794	0.1416806297
795	0.1416342855
796	0.1416027723
797	0.1415750356
798	0.1415419166
799	0.1414963558
800	0.1413411146
801	0.1412895156
802	0.1412234305
803	0.1411136941
804	0.1410453429
805	0.141022771
806	0.1409274814
807	0.1408946705
808	0.1408812064
809	0.140866977
810	0.1407978361
811	0.1407331497
812	0.1406899443
813	0.1406353186
814	0.1405555984
815	0.1405026608
816	0.1404642977
817	0.1404291994
818	0.1403780114
819	0.140320528
820	0.1401930775
821	0.1400245432
822	0.1399946423
823	0.1399548345
824	0.1399301291
825	0.1398765287
826	0.1398456519
827	0.1398099477
828	0.1396709965
829	0.1394372918
830	0.1394018058
831	0.1392995092
832	0.1392512785
833	0.1392383055
834	0.1390105276
835	0.1389580188
836	0.1389028065
837	0.1388680681
838	0.1388399892
839	0.1387449342
840	0.1387013375
841	0.1386771711
842	0.1386463072
843	0.1386235134
844	0.1385729698
845	0.1385476352
846	0.1384943132
847	0.1384566338
848	0.1384382156
849	0.1383958534
850	0.1383446768
851	0.1383160495
852	0.1382919664
853	0.138269749
854	0.1382547479
855	0.1381815097
856	0.1379915363
857	0.1379594173
858	0.1378048304
859	0.1377611027
860	0.1377265924
861	0.1376340347
862	0.1375690313
863	0.1375360226
864	0.1374926867
865	0.1373998848
866	0.1373113306
867	0.1372617023
868	0.137186191
869	0.1371623776
870	0.1370689287
871	0.1370555865
872	0.137013015
873	0.1369307581
874	0.1369106195
875	0.13681175
876	0.1367935788
877	0.1367807174
878	0.1367457965
879	0.136650721
880	0.1366094704
881	0.1365251736
882	0.136465069
883	0.136417472
884	0.1363788585
885	0.1363217661
886	0.1362976477
887	0.136245921
888	0.1361896463
889	0.136112159
890	0.136086619
891	0.1358657502
892	0.1358459925
893	0.135802506
894	0.1357362069
895	0.1357045038
896	0.135664575
897	0.1356096618
898	0.1355946642
899	0.1355481252
900	0.1355279511
901	0.1354870408
902	0.1354422426
903	0.1353625997
904	0.1353401314
905	0.1352845004
906	0.1352477543
907	0.1351469728
908	0.1351168602
909	0.1350805453
910	0.1349911069
911	0.1349537187
912	0.1349360194
913	0.1348282198
914	0.1348014077
915	0.1347456762
916	0.1347196612
917	0.1346856089
918	0.1344571172
919	0.1344088456
920	0.134328633
921	0.1342932904
922	0.1342565087
923	0.1342353953
924	0.1341955407
925	0.1341631606
926	0.1341392613
927	0.1341023743
928	0.1340585156
929	0.1340400688
930	0.1340043361
931	0.1339338257
932	0.1338604072
933	0.1338429267
934	0.1337972501
935	0.1337458975
936	0.133709328
937	0.1336850772
938	0.1336545826
939	0.1336299692
940	0.1336074405
941	0.133591761
942	0.1335728428
943	0.1335468653
944	0.1335284845
945	0.1334889421
946	0.1334560043
947	0.1334502024
948	0.1334134725
949	0.1333511128
950	0.1333293395
951	0.1332784845
952	0.133196833
953	0.1331751608
954	0.1331516935
955	0.1331118029
956	0.1330811046
957	0.1329151678
958	0.1328932791
959	0.1328652201
960	0.1327421419
961	0.1326806736
962	0.1326131883
963	0.1326025164
964	0.1325743999
965	0.1325445672
966	0.1324159761
967	0.1323831335
968	0.1323367831
969	0.1323163946
970	0.132266518
971	0.1321775976
972	0.1321358927
973	0.1320921486
974	0.132042037
975	0.1320104528
976	0.1319445002
977	0.1318039663
978	0.1317579031
979	0.1317225057
980	0.131599521
981	0.1315646984
982	0.1315216753
983	0.1314434459
984	0.1314237289
985	0.1313670686
986	0.1313347516
987	0.1312887873
988	0.131250474
989	0.131226119
990	0.1312112093
991	0.131193146
992	0.131165795
993	0.1310974816
994	0.131045382
995	0.1310211275
996	0.1309756583
997	0.1309340137
998	0.1309006649
999	0.1308718591
