iter	Logloss
285	0.1236707829
286	0.1235746704
287	0.1234818493
288	0.1233153944
289	0.1232654358
290	0.1231484165
291	0.1230947832
292	0.1230436847
293	0.122911653
294	0.1228458253
295	0.1226991564
296	0.1226336018
297	0.1225242991
298	0.122475586
299	0.1223845129
300	0.122277222
301	0.1221856888
302	0.1221202508
303	0.1220717929
304	0.1219164952
305	0.1217867886
306	0.1216569798
307	0.1214955239
308	0.1214320816
309	0.1213266151
310	0.1212762057
311	0.1211071251
312	0.1210354167
313	0.1209875871
314	0.1208896092
315	0.1208415318
316	0.1207908118
317	0.1207430052
318	0.1206311533
319	0.1205163088
320	0.1204706743
321	0.1203599357
322	0.1202553268
323	0.1201954005
324	0.1201066525
325	0.1200360997
326	0.1199261951
327	0.1198131251
328	0.1197650873
329	0.1196806216
330	0.1194518769
331	0.1194033225
332	0.1193055679
333	0.1190888143
334	0.1190007105
335	0.1189572808
336	0.1187633504
337	0.1186753708
338	0.1186305505
339	0.1185423934
340	0.1184258732
341	0.1183819524
342	0.1183380939
343	0.1182918549
344	0.118132984
345	0.1180495345
346	0.1180036125
347	0.1179631738
348	0.117915842
349	0.1178529797
350	0.1178103593
351	0.1177695647
352	0.1175996666
353	0.1175572132
354	0.1175030045
355	0.1174044548
356	0.1173501167
357	0.1173105161
358	0.1171816713
359	0.1170481858
360	0.1169894755
361	0.1168947894
362	0.116852618
363	0.1167737521
364	0.1166764123
365	0.1166156874
366	0.1165745084
367	0.1165373517
368	0.1164960137
369	0.1164031009
370	0.1163664555
371	0.1163273447
372	0.1162854061
373	0.1162188096
374	0.116144792
375	0.1161056363
376	0.1160639234
377	0.1159673426
378	0.1158561881
379	0.1158073315
380	0.1157703331
381	0.1157206591
382	0.1156794975
383	0.1156374912
384	0.1155621098
385	0.1154289899
386	0.1153921277
387	0.115331205
388	0.1152945863
389	0.1152494663
390	0.1150658529
391	0.1149959418
392	0.1149557074
393	0.1149186035
394	0.1148392896
395	0.1147861653
396	0.1147492181
397	0.1147159021
398	0.1146781731
399	0.1146420409
400	0.114546217
401	0.1145078222
402	0.1144740771
403	0.1144397695
404	0.1143634069
405	0.1143146579
406	0.1142008608
407	0.114167316
408	0.1140529265
409	0.1138748518
410	0.1138383598
411	0.1137401665
412	0.1136493177
413	0.113571302
414	0.1134317148
415	0.1133965803
416	0.1133583619
417	0.1132949917
418	0.1131715226
419	0.1130801142
420	0.1130456702
421	0.1130121151
422	0.1129773442
423	0.1129434537
424	0.11291159
425	0.1128130019
426	0.112722809
427	0.1126510373
428	0.1125564741
429	0.1125235413
430	0.1124792309
431	0.1124462442
432	0.1123675415
433	0.1123353866
434	0.112246252
435	0.1121456991
436	0.1121112492
437	0.1120720831
438	0.1120021942
439	0.1119577091
440	0.1119168884
441	0.1117917333
442	0.1117551754
443	0.1116850392
444	0.1116532757
445	0.1116198253
446	0.1115405834
447	0.1115100644
448	0.111405789
449	0.1113669209
450	0.1113370792
451	0.1112580026
452	0.11122542
453	0.1111323291
454	0.1110993429
455	0.1110694663
456	0.110977544
457	0.1109245341
458	0.1108253801
459	0.1107825091
460	0.1107511471
461	0.1107163613
462	0.1106082876
463	0.1105746887
464	0.1105358418
465	0.1104599868
466	0.1103644498
467	0.1103353189
468	0.1102915752
469	0.110214095
470	0.1101679905
471	0.110122974
472	0.1100065298
473	0.109887036
474	0.1098225999
475	0.109780154
476	0.1096850088
477	0.1095982288
478	0.109525015
479	0.1094947
480	0.1094533143
481	0.1094238289
482	0.1093832589
483	0.1092893694
484	0.109259402
485	0.1091821778
486	0.1091531426
487	0.1090993419
488	0.1090684951
489	0.1090386246
490	0.1090088632
491	0.1089612651
492	0.1088775769
493	0.1088133207
494	0.108729871
495	0.1086958697
496	0.1086674456
497	0.1086186131
498	0.1085481677
499	0.1084342011
